event_id,user_id,event_name,event_timestamp,device_type,channel,product_id
2441,U00323,add_to_cart,2026-08-24 06:49:42,desktop,paid_search,P0026
2442,U00323,checkout,2026-08-24 06:50:57,desktop,paid_search,P0026
960,U00126,view_home,2026-08-24 07:19:13,mobile,direct,
961,U00126,view_product,2026-08-24 07:20:01,mobile,direct,P0076
3142,U00414,view_home,2026-08-24 07:46:50,desktop,direct,
3143,U00414,view_product,2026-08-24 07:47:19,desktop,direct,P0038
3144,U00414,view_home,2026-08-24 07:47:48,desktop,direct,
3145,U00414,view_product,2026-08-24 07:48:44,desktop,direct,P0023
3146,U00414,view_home,2026-08-24 07:50:05,desktop,direct,
3147,U00414,view_product,2026-08-24 07:52:25,desktop,direct,P0094
3148,U00414,add_to_cart,2026-08-24 07:55:18,desktop,direct,P0094
3149,U00414,checkout,2026-08-24 07:55:55,desktop,direct,P0094
1598,U00206,view_home,2026-08-24 09:20:57,mobile,direct,
3150,U00414,purchase,2026-08-24 09:38:55,desktop,direct,P0094
2464,U00326,view_home,2026-08-24 10:38:00,tablet,organic_search,
2465,U00326,view_product,2026-08-24 10:38:42,tablet,organic_search,P0057
2466,U00326,view_home,2026-08-24 10:39:53,tablet,organic_search,
2467,U00326,view_product,2026-08-24 10:42:00,tablet,organic_search,P0018
2468,U00326,add_to_cart,2026-08-24 10:44:03,tablet,organic_search,P0018
1070,U00140,view_home,2026-08-24 10:44:36,tablet,email,
1071,U00140,view_product,2026-08-24 10:45:41,tablet,email,P0007
1072,U00140,view_home,2026-08-24 10:47:36,tablet,email,
1073,U00140,view_product,2026-08-24 10:50:22,tablet,email,P0060
1074,U00140,add_to_cart,2026-08-24 10:52:38,tablet,email,P0060
1075,U00140,checkout,2026-08-24 10:55:01,tablet,email,P0060
1076,U00140,purchase,2026-08-24 12:08:01,tablet,email,P0060
3300,U00435,view_home,2026-08-24 12:24:14,desktop,email,
3301,U00435,view_product,2026-08-24 12:24:49,desktop,email,P0030
3302,U00435,view_home,2026-08-24 12:25:05,desktop,email,
3303,U00435,view_product,2026-08-24 12:26:25,desktop,email,P0002
3304,U00435,view_home,2026-08-24 12:26:59,desktop,email,
3305,U00435,view_product,2026-08-24 12:29:24,desktop,email,P0056
406,U00054,view_home,2026-08-24 12:47:15,mobile,direct,
407,U00054,view_product,2026-08-24 12:48:36,mobile,direct,P0007
408,U00054,view_home,2026-08-24 12:50:22,mobile,direct,
409,U00054,view_product,2026-08-24 12:51:54,mobile,direct,P0053
410,U00054,add_to_cart,2026-08-24 12:53:14,mobile,direct,P0053
411,U00054,checkout,2026-08-24 12:55:56,mobile,direct,P0053
2592,U00342,view_home,2026-08-24 12:59:28,mobile,email,
2593,U00342,view_product,2026-08-24 12:59:42,mobile,email,P0053
2594,U00342,view_home,2026-08-24 13:01:40,mobile,email,
2595,U00342,view_product,2026-08-24 13:01:49,mobile,email,P0118
2596,U00342,view_home,2026-08-24 13:02:09,mobile,email,
2597,U00342,view_product,2026-08-24 13:03:06,mobile,email,P0083
1279,U00165,view_home,2026-08-24 13:08:42,desktop,social,
1280,U00165,view_product,2026-08-24 13:09:04,desktop,social,P0060
1281,U00165,view_home,2026-08-24 13:10:13,desktop,social,
1599,U00206,view_product,2026-08-24 13:10:57,mobile,direct,P0061
1282,U00165,view_product,2026-08-24 13:12:29,desktop,social,P0094
1283,U00165,add_to_cart,2026-08-24 13:15:14,desktop,social,P0094
1675,U00219,view_home,2026-08-24 14:13:36,mobile,paid_search,
1676,U00219,view_product,2026-08-24 14:14:35,mobile,paid_search,P0068
2967,U00392,view_home,2026-08-24 15:19:45,tablet,email,
1970,U00260,view_home,2026-08-24 15:19:48,tablet,social,
2968,U00392,view_product,2026-08-24 15:20:03,tablet,email,P0048
1971,U00260,view_product,2026-08-24 15:20:13,tablet,social,P0075
1972,U00260,view_home,2026-08-24 15:20:25,tablet,social,
1973,U00260,view_product,2026-08-24 15:21:07,tablet,social,P0003
2501,U00330,view_home,2026-08-24 15:26:22,desktop,paid_search,
2502,U00330,view_product,2026-08-24 15:27:19,desktop,paid_search,P0051
2503,U00330,view_home,2026-08-24 15:27:44,desktop,paid_search,
1812,U00242,view_home,2026-08-24 15:43:57,mobile,organic_search,
797,U00105,view_home,2026-08-24 15:52:03,desktop,direct,
798,U00105,view_product,2026-08-24 15:54:58,desktop,direct,P0070
544,U00072,view_home,2026-08-24 16:04:16,mobile,organic_search,
1373,U00178,view_home,2026-08-24 17:17:56,mobile,direct,
1374,U00178,view_product,2026-08-24 17:19:14,mobile,direct,P0112
1375,U00178,view_home,2026-08-24 17:19:54,mobile,direct,
1376,U00178,view_product,2026-08-24 17:21:01,mobile,direct,P0024
1377,U00178,view_home,2026-08-24 17:22:43,mobile,direct,
1974,U00260,add_to_cart,2026-08-24 17:28:07,tablet,social,P0003
1975,U00260,checkout,2026-08-24 17:29:46,tablet,social,P0003
1976,U00260,purchase,2026-08-24 17:32:37,tablet,social,P0003
3698,U00489,view_home,2026-08-24 19:09:46,desktop,paid_search,
3699,U00489,view_product,2026-08-24 19:10:16,desktop,paid_search,P0042
3700,U00489,view_home,2026-08-24 19:10:37,desktop,paid_search,
3701,U00489,view_product,2026-08-24 19:11:19,desktop,paid_search,P0009
3702,U00489,view_home,2026-08-24 19:13:18,desktop,paid_search,
3703,U00489,view_product,2026-08-24 19:15:23,desktop,paid_search,P0061
3704,U00489,add_to_cart,2026-08-24 19:16:32,desktop,paid_search,P0061
1407,U00184,view_home,2026-08-24 19:36:54,tablet,social,
3490,U00457,view_home,2026-08-24 19:53:04,tablet,organic_search,
2244,U00297,view_home,2026-08-24 20:29:24,mobile,paid_search,
2671,U00350,view_home,2026-08-24 20:31:06,tablet,paid_search,
2245,U00297,view_product,2026-08-24 20:31:35,mobile,paid_search,P0080
2672,U00350,view_product,2026-08-24 20:32:26,tablet,paid_search,P0029
2673,U00350,view_home,2026-08-24 20:32:44,tablet,paid_search,
2246,U00297,add_to_cart,2026-08-24 20:34:18,mobile,paid_search,P0080
2674,U00350,view_product,2026-08-24 20:34:49,tablet,paid_search,P0067
2675,U00350,add_to_cart,2026-08-24 20:36:12,tablet,paid_search,P0067
347,U00048,view_home,2026-08-24 20:46:40,desktop,social,
348,U00048,view_product,2026-08-24 20:47:19,desktop,social,P0008
349,U00048,add_to_cart,2026-08-24 20:49:15,desktop,social,P0008
1029,U00135,view_home,2026-08-24 20:56:46,desktop,social,
1030,U00135,view_product,2026-08-24 20:57:28,desktop,social,P0102
2786,U00365,view_home,2026-08-24 21:16:51,desktop,social,
2787,U00365,view_product,2026-08-24 21:17:50,desktop,social,P0064
2788,U00365,view_home,2026-08-24 21:18:43,desktop,social,
2789,U00365,view_product,2026-08-24 21:19:09,desktop,social,P0048
2790,U00365,view_home,2026-08-24 21:19:28,desktop,social,
2791,U00365,view_product,2026-08-24 21:21:54,desktop,social,P0046
1408,U00184,view_product,2026-08-24 23:17:54,tablet,social,P0058
1409,U00184,add_to_cart,2026-08-24 23:18:22,tablet,social,P0058
1410,U00184,checkout,2026-08-24 23:18:54,tablet,social,P0058
1411,U00184,purchase,2026-08-24 23:21:22,tablet,social,P0058
1529,U00200,view_home,2026-08-25 06:59:07,mobile,social,
1530,U00200,view_product,2026-08-25 07:00:11,mobile,social,P0006
1531,U00200,add_to_cart,2026-08-25 07:01:59,mobile,social,P0006
3709,U00490,view_home,2026-08-25 07:16:51,mobile,email,
3710,U00490,view_product,2026-08-25 07:17:11,mobile,email,P0092
3711,U00490,view_home,2026-08-25 07:18:55,mobile,email,
3712,U00490,view_product,2026-08-25 07:19:09,mobile,email,P0114
3713,U00490,add_to_cart,2026-08-25 07:19:32,mobile,email,P0114
3714,U00490,checkout,2026-08-25 07:19:50,mobile,email,P0114
3715,U00490,purchase,2026-08-25 07:22:08,mobile,email,P0114
2815,U00368,view_home,2026-08-25 08:23:32,desktop,organic_search,
2816,U00368,view_product,2026-08-25 08:24:40,desktop,organic_search,P0102
2817,U00368,add_to_cart,2026-08-25 08:26:37,desktop,organic_search,P0102
994,U00131,view_home,2026-08-25 09:21:56,mobile,direct,
995,U00131,view_product,2026-08-25 09:23:11,mobile,direct,P0048
996,U00131,add_to_cart,2026-08-25 09:23:34,mobile,direct,P0048
997,U00131,checkout,2026-08-25 09:24:06,mobile,direct,P0048
998,U00131,purchase,2026-08-25 09:26:32,mobile,direct,P0048
2433,U00323,view_home,2026-08-25 09:44:15,mobile,paid_search,
2434,U00323,view_product,2026-08-25 09:45:06,mobile,paid_search,P0002
2435,U00323,view_home,2026-08-25 09:45:20,mobile,paid_search,
2436,U00323,view_product,2026-08-25 09:46:10,mobile,paid_search,P0004
2437,U00323,view_home,2026-08-25 09:47:26,mobile,paid_search,
2438,U00323,view_product,2026-08-25 09:48:23,mobile,paid_search,P0106
2709,U00355,view_home,2026-08-25 11:00:36,tablet,direct,
2710,U00355,view_product,2026-08-25 11:03:28,tablet,direct,P0048
1417,U00184,view_home,2026-08-25 11:37:54,desktop,paid_search,
1418,U00184,view_product,2026-08-25 11:38:45,desktop,paid_search,P0095
1419,U00184,add_to_cart,2026-08-25 11:40:16,desktop,paid_search,P0095
562,U00076,view_home,2026-08-25 11:42:42,desktop,direct,
563,U00076,view_product,2026-08-25 11:45:34,desktop,direct,P0117
473,U00063,view_home,2026-08-25 12:10:19,desktop,direct,
2353,U00314,view_home,2026-08-25 12:23:50,tablet,paid_search,
2354,U00314,view_product,2026-08-25 12:24:31,tablet,paid_search,P0006
2355,U00314,view_home,2026-08-25 12:24:56,tablet,paid_search,
2356,U00314,view_product,2026-08-25 12:26:20,tablet,paid_search,P0075
2357,U00314,add_to_cart,2026-08-25 12:27:03,tablet,paid_search,P0075
2015,U00264,view_home,2026-08-25 13:43:13,desktop,social,
258,U00038,view_home,2026-08-25 14:17:21,mobile,paid_search,
259,U00038,view_product,2026-08-25 14:19:14,mobile,paid_search,P0090
260,U00038,add_to_cart,2026-08-25 14:20:59,mobile,paid_search,P0090
261,U00038,checkout,2026-08-25 14:23:53,mobile,paid_search,P0090
3244,U00428,view_home,2026-08-25 14:35:16,tablet,paid_search,
3245,U00428,view_product,2026-08-25 14:36:25,tablet,paid_search,P0100
3246,U00428,view_home,2026-08-25 14:37:54,tablet,paid_search,
3247,U00428,view_product,2026-08-25 14:39:24,tablet,paid_search,P0074
156,U00025,view_home,2026-08-25 14:40:59,desktop,email,
157,U00025,view_product,2026-08-25 14:41:57,desktop,email,P0069
158,U00025,view_home,2026-08-25 14:43:37,desktop,email,
159,U00025,view_product,2026-08-25 14:44:41,desktop,email,P0039
160,U00025,add_to_cart,2026-08-25 14:46:53,desktop,email,P0039
161,U00025,checkout,2026-08-25 14:48:44,desktop,email,P0039
3176,U00418,view_home,2026-08-25 17:37:40,desktop,email,
3177,U00418,view_product,2026-08-25 17:38:54,desktop,email,P0116
3178,U00418,view_home,2026-08-25 17:39:56,desktop,email,
2665,U00349,view_home,2026-08-25 17:54:15,tablet,social,
2666,U00349,view_product,2026-08-25 17:55:37,tablet,social,P0110
2667,U00349,add_to_cart,2026-08-25 17:58:16,tablet,social,P0110
1131,U00147,view_home,2026-08-25 18:33:33,mobile,direct,
1132,U00147,view_product,2026-08-25 18:33:59,mobile,direct,P0015
1133,U00147,view_home,2026-08-25 18:34:20,mobile,direct,
1134,U00147,view_product,2026-08-25 19:49:20,mobile,direct,P0084
1135,U00147,add_to_cart,2026-08-25 19:51:31,mobile,direct,P0084
3050,U00401,view_home,2026-08-25 20:01:28,mobile,organic_search,
2708,U00355,view_home,2026-08-25 20:07:26,tablet,organic_search,
940,U00124,view_home,2026-08-25 20:14:03,tablet,email,
941,U00124,view_product,2026-08-25 20:16:19,tablet,email,P0062
942,U00124,add_to_cart,2026-08-25 20:16:33,tablet,email,P0062
943,U00124,checkout,2026-08-25 20:17:52,tablet,email,P0062
944,U00124,purchase,2026-08-25 20:20:15,tablet,email,P0062
3051,U00401,view_product,2026-08-25 23:04:28,mobile,organic_search,P0036
1098,U00142,view_home,2026-08-26 06:20:53,desktop,paid_search,
1099,U00142,view_product,2026-08-26 06:21:25,desktop,paid_search,P0094
1100,U00142,view_home,2026-08-26 06:21:32,desktop,paid_search,
1101,U00142,view_product,2026-08-26 06:22:52,desktop,paid_search,P0065
1102,U00142,view_home,2026-08-26 06:23:18,desktop,paid_search,
1103,U00142,view_product,2026-08-26 06:23:35,desktop,paid_search,P0094
1104,U00142,add_to_cart,2026-08-26 06:25:59,desktop,paid_search,P0094
855,U00113,view_home,2026-08-26 07:30:01,tablet,social,
856,U00113,view_product,2026-08-26 07:30:41,tablet,social,P0011
857,U00113,view_home,2026-08-26 07:31:25,tablet,social,
858,U00113,view_product,2026-08-26 07:32:12,tablet,social,P0069
859,U00113,add_to_cart,2026-08-26 07:35:02,tablet,social,P0069
820,U00107,view_home,2026-08-26 09:57:55,mobile,paid_search,
616,U00082,view_home,2026-08-26 10:37:56,desktop,paid_search,
2186,U00289,view_home,2026-08-26 10:38:42,desktop,paid_search,
2187,U00289,view_product,2026-08-26 10:38:58,desktop,paid_search,P0003
617,U00082,view_product,2026-08-26 10:40:22,desktop,paid_search,P0075
2188,U00289,view_home,2026-08-26 10:40:52,desktop,paid_search,
2189,U00289,view_product,2026-08-26 10:42:43,desktop,paid_search,P0099
2190,U00289,add_to_cart,2026-08-26 10:45:38,desktop,paid_search,P0099
2191,U00289,checkout,2026-08-26 10:47:36,desktop,paid_search,P0099
28,U00006,view_home,2026-08-26 12:35:23,desktop,paid_search,
3536,U00465,view_home,2026-08-26 12:52:07,mobile,direct,
3537,U00465,view_product,2026-08-26 12:54:49,mobile,direct,P0046
2282,U00302,view_home,2026-08-26 14:07:21,tablet,paid_search,
2767,U00361,view_home,2026-08-26 14:40:51,tablet,paid_search,
2768,U00361,view_product,2026-08-26 14:41:31,tablet,paid_search,P0034
2769,U00361,add_to_cart,2026-08-26 14:42:47,tablet,paid_search,P0034
2770,U00361,checkout,2026-08-26 14:44:29,tablet,paid_search,P0034
2850,U00374,view_home,2026-08-26 15:00:42,tablet,social,
2851,U00374,view_product,2026-08-26 15:03:00,tablet,social,P0112
2852,U00374,add_to_cart,2026-08-26 15:04:50,tablet,social,P0112
2305,U00305,view_home,2026-08-26 16:42:30,tablet,social,
2306,U00305,view_product,2026-08-26 16:44:26,tablet,social,P0100
1604,U00207,view_home,2026-08-26 17:07:55,tablet,social,
1605,U00207,view_product,2026-08-26 17:08:12,tablet,social,P0077
1606,U00207,add_to_cart,2026-08-26 17:08:30,tablet,social,P0077
1338,U00174,view_home,2026-08-26 17:10:36,tablet,social,
1339,U00174,view_product,2026-08-26 17:11:57,tablet,social,P0008
1340,U00174,view_home,2026-08-26 17:13:41,tablet,social,
3277,U00434,view_home,2026-08-26 17:15:43,desktop,social,
3278,U00434,view_product,2026-08-26 17:17:02,desktop,social,P0061
3279,U00434,view_home,2026-08-26 17:17:40,desktop,social,
3398,U00447,view_home,2026-08-26 18:41:13,tablet,paid_search,
3399,U00447,view_product,2026-08-26 18:42:47,tablet,paid_search,P0092
2611,U00342,view_home,2026-08-26 18:51:12,tablet,organic_search,
2612,U00342,view_product,2026-08-26 18:52:11,tablet,organic_search,P0022
2613,U00342,view_home,2026-08-26 18:54:02,tablet,organic_search,
2614,U00342,view_product,2026-08-26 18:55:01,tablet,organic_search,P0033
2615,U00342,view_home,2026-08-26 18:56:34,tablet,organic_search,
2616,U00342,view_product,2026-08-26 18:59:30,tablet,organic_search,P0067
3280,U00434,view_product,2026-08-26 19:39:40,desktop,social,P0090
3281,U00434,add_to_cart,2026-08-26 19:40:03,desktop,social,P0090
3282,U00434,checkout,2026-08-26 19:41:35,desktop,social,P0090
3631,U00477,view_home,2026-08-26 20:37:41,desktop,paid_search,
3632,U00477,view_product,2026-08-26 20:37:51,desktop,paid_search,P0041
3633,U00477,add_to_cart,2026-08-26 20:39:41,desktop,paid_search,P0041
568,U00077,view_home,2026-08-26 20:53:53,mobile,paid_search,
2480,U00327,view_home,2026-08-26 20:57:41,tablet,organic_search,
2481,U00327,view_product,2026-08-26 20:58:05,tablet,organic_search,P0111
2482,U00327,view_home,2026-08-26 20:59:00,tablet,organic_search,
2483,U00327,view_product,2026-08-26 21:00:01,tablet,organic_search,P0061
2484,U00327,add_to_cart,2026-08-26 21:02:30,tablet,organic_search,P0061
593,U00081,view_home,2026-08-26 21:03:17,mobile,social,
594,U00081,view_product,2026-08-26 21:04:00,mobile,social,P0042
595,U00081,add_to_cart,2026-08-26 21:04:09,mobile,social,P0042
596,U00081,checkout,2026-08-26 21:05:25,mobile,social,P0042
1725,U00230,view_home,2026-08-26 21:25:50,desktop,email,
3471,U00454,view_home,2026-08-26 21:39:02,tablet,paid_search,
3472,U00454,view_product,2026-08-26 21:39:54,tablet,paid_search,P0043
3473,U00454,view_home,2026-08-26 21:40:51,tablet,paid_search,
3474,U00454,view_product,2026-08-26 21:41:02,tablet,paid_search,P0038
3625,U00475,view_home,2026-08-26 22:38:58,desktop,paid_search,
3626,U00475,view_product,2026-08-26 22:39:29,desktop,paid_search,P0018
3627,U00475,add_to_cart,2026-08-26 22:41:25,desktop,paid_search,P0018
3628,U00475,checkout,2026-08-26 22:44:25,desktop,paid_search,P0018
3071,U00404,view_home,2026-08-26 22:47:27,desktop,email,
3634,U00477,checkout,2026-08-26 23:02:41,desktop,paid_search,P0041
3635,U00477,purchase,2026-08-26 23:05:23,desktop,paid_search,P0041
3475,U00454,add_to_cart,2026-08-27 00:30:02,tablet,paid_search,P0038
3476,U00454,checkout,2026-08-27 00:32:14,tablet,paid_search,P0038
3477,U00454,purchase,2026-08-27 00:32:28,tablet,paid_search,P0038
1726,U00230,view_product,2026-08-27 01:00:50,desktop,email,P0008
1170,U00153,view_home,2026-08-27 06:50:47,tablet,social,
1171,U00153,view_product,2026-08-27 06:51:49,tablet,social,P0059
1172,U00153,view_home,2026-08-27 06:53:18,tablet,social,
1173,U00153,view_product,2026-08-27 06:55:33,tablet,social,P0016
1174,U00153,add_to_cart,2026-08-27 06:58:02,tablet,social,P0016
2311,U00306,view_home,2026-08-27 08:00:30,desktop,email,
2312,U00306,view_product,2026-08-27 08:01:56,desktop,email,P0074
2919,U00386,view_home,2026-08-27 08:43:31,desktop,direct,
2920,U00386,view_product,2026-08-27 08:45:39,desktop,direct,P0096
2921,U00386,add_to_cart,2026-08-27 08:48:32,desktop,direct,P0096
3629,U00476,view_home,2026-08-27 09:16:04,desktop,direct,
3630,U00476,view_product,2026-08-27 09:17:40,desktop,direct,P0088
3023,U00399,view_home,2026-08-27 09:51:25,desktop,direct,
3024,U00399,view_product,2026-08-27 09:52:04,desktop,direct,P0071
3025,U00399,add_to_cart,2026-08-27 09:54:10,desktop,direct,P0071
3026,U00399,checkout,2026-08-27 09:55:59,desktop,direct,P0071
3027,U00399,purchase,2026-08-27 09:57:04,desktop,direct,P0071
1577,U00205,view_home,2026-08-27 10:22:32,tablet,paid_search,
1578,U00205,view_product,2026-08-27 10:23:54,tablet,paid_search,P0043
2912,U00386,view_home,2026-08-27 10:24:52,desktop,paid_search,
1579,U00205,view_home,2026-08-27 10:24:56,tablet,paid_search,
2913,U00386,view_product,2026-08-27 10:25:12,desktop,paid_search,P0090
1580,U00205,view_product,2026-08-27 10:26:10,tablet,paid_search,P0017
1581,U00205,view_home,2026-08-27 10:26:41,tablet,paid_search,
2914,U00386,view_home,2026-08-27 10:26:47,desktop,paid_search,
1582,U00205,view_product,2026-08-27 10:27:40,tablet,paid_search,P0055
2915,U00386,view_product,2026-08-27 10:28:43,desktop,paid_search,P0008
2916,U00386,add_to_cart,2026-08-27 10:31:40,desktop,paid_search,P0008
2517,U00331,view_home,2026-08-27 10:32:07,desktop,social,
2518,U00331,view_product,2026-08-27 10:34:40,desktop,social,P0094
2519,U00331,add_to_cart,2026-08-27 10:34:59,desktop,social,P0094
2520,U00331,checkout,2026-08-27 10:36:17,desktop,social,P0094
1116,U00144,view_home,2026-08-27 11:22:36,desktop,organic_search,
1117,U00144,view_product,2026-08-27 11:24:08,desktop,organic_search,P0071
255,U00037,view_home,2026-08-27 12:11:14,tablet,email,
256,U00037,view_product,2026-08-27 12:13:50,tablet,email,P0106
1118,U00144,add_to_cart,2026-08-27 12:21:08,desktop,organic_search,P0071
2469,U00326,view_home,2026-08-27 12:41:25,mobile,email,
2132,U00281,view_home,2026-08-27 12:41:31,desktop,direct,
2470,U00326,view_product,2026-08-27 12:44:18,mobile,email,P0035
2471,U00326,add_to_cart,2026-08-27 12:45:41,mobile,email,P0035
1239,U00161,view_home,2026-08-27 13:03:50,mobile,direct,
1240,U00161,view_product,2026-08-27 13:03:59,mobile,direct,P0056
3460,U00453,view_home,2026-08-27 13:07:29,mobile,direct,
3461,U00453,view_product,2026-08-27 13:08:33,mobile,direct,P0052
3462,U00453,add_to_cart,2026-08-27 13:09:59,mobile,direct,P0052
3463,U00453,checkout,2026-08-27 13:10:49,mobile,direct,P0052
3464,U00453,purchase,2026-08-27 13:11:25,mobile,direct,P0052
1587,U00206,view_home,2026-08-27 13:29:11,mobile,direct,
1588,U00206,view_product,2026-08-27 13:30:37,mobile,direct,P0120
1589,U00206,view_home,2026-08-27 13:32:16,mobile,direct,
1590,U00206,view_product,2026-08-27 13:32:56,mobile,direct,P0020
1591,U00206,view_home,2026-08-27 13:34:40,mobile,direct,
1592,U00206,view_product,2026-08-27 13:34:54,mobile,direct,P0096
1920,U00253,view_home,2026-08-27 14:04:48,tablet,organic_search,
2347,U00313,view_home,2026-08-27 14:07:07,desktop,social,
1921,U00253,view_product,2026-08-27 14:07:09,tablet,organic_search,P0038
2348,U00313,view_product,2026-08-27 14:07:30,desktop,social,P0048
2349,U00313,view_home,2026-08-27 14:08:44,desktop,social,
3596,U00471,view_home,2026-08-27 14:39:22,mobile,email,
3597,U00471,view_product,2026-08-27 14:39:50,mobile,email,P0117
3598,U00471,view_home,2026-08-27 14:40:40,mobile,email,
3599,U00471,view_product,2026-08-27 14:41:24,mobile,email,P0021
3600,U00471,view_home,2026-08-27 14:42:28,mobile,email,
3601,U00471,view_product,2026-08-27 14:44:28,mobile,email,P0083
2247,U00297,view_home,2026-08-27 14:59:16,mobile,paid_search,
1646,U00213,view_home,2026-08-27 15:33:03,desktop,paid_search,
1647,U00213,view_product,2026-08-27 15:35:26,desktop,paid_search,P0079
2908,U00384,view_home,2026-08-27 15:35:33,tablet,paid_search,
2909,U00384,view_product,2026-08-27 15:35:45,tablet,paid_search,P0090
2910,U00384,add_to_cart,2026-08-27 15:36:27,tablet,paid_search,P0090
3264,U00431,view_home,2026-08-27 16:20:43,tablet,organic_search,
3265,U00431,view_product,2026-08-27 16:23:35,tablet,organic_search,P0044
3266,U00431,add_to_cart,2026-08-27 16:24:36,tablet,organic_search,P0044
1922,U00253,view_home,2026-08-27 16:32:05,mobile,email,
1923,U00253,view_product,2026-08-27 16:34:06,mobile,email,P0063
1924,U00253,add_to_cart,2026-08-27 16:35:32,mobile,email,P0063
1925,U00253,checkout,2026-08-27 16:37:43,mobile,email,P0063
1926,U00253,purchase,2026-08-27 16:38:03,mobile,email,P0063
3766,U00498,view_home,2026-08-27 16:56:50,mobile,direct,
3767,U00498,view_product,2026-08-27 16:59:43,mobile,direct,P0081
3768,U00498,add_to_cart,2026-08-27 17:00:54,mobile,direct,P0081
3769,U00498,checkout,2026-08-27 17:03:10,mobile,direct,P0081
3770,U00498,purchase,2026-08-27 17:04:04,mobile,direct,P0081
101,U00016,view_home,2026-08-27 17:17:55,tablet,paid_search,
102,U00016,view_product,2026-08-27 17:18:20,tablet,paid_search,P0103
103,U00016,view_home,2026-08-27 17:20:08,tablet,paid_search,
104,U00016,view_product,2026-08-27 17:20:35,tablet,paid_search,P0113
105,U00016,view_home,2026-08-27 17:21:32,tablet,paid_search,
106,U00016,view_product,2026-08-27 17:23:05,tablet,paid_search,P0119
3122,U00411,view_home,2026-08-27 17:35:40,mobile,organic_search,
3123,U00411,view_product,2026-08-27 17:36:59,mobile,organic_search,P0067
3124,U00411,add_to_cart,2026-08-27 17:38:04,mobile,organic_search,P0067
3125,U00411,checkout,2026-08-27 17:38:33,mobile,organic_search,P0067
3126,U00411,purchase,2026-08-27 17:39:43,mobile,organic_search,P0067
2565,U00338,view_home,2026-08-27 17:47:50,mobile,organic_search,
2566,U00338,view_product,2026-08-27 17:48:37,mobile,organic_search,P0044
2567,U00338,view_home,2026-08-27 17:49:13,mobile,organic_search,
314,U00044,view_home,2026-08-27 17:55:20,desktop,direct,
2617,U00343,view_home,2026-08-27 19:41:53,tablet,organic_search,
2618,U00343,view_product,2026-08-27 19:42:42,tablet,organic_search,P0105
2619,U00343,view_home,2026-08-27 19:43:05,tablet,organic_search,
2620,U00343,view_product,2026-08-27 19:44:54,tablet,organic_search,P0014
2750,U00359,view_home,2026-08-27 20:57:22,desktop,email,
2751,U00359,view_product,2026-08-27 20:57:49,desktop,email,P0101
2752,U00359,add_to_cart,2026-08-27 21:00:17,desktop,email,P0101
2753,U00359,checkout,2026-08-27 21:00:47,desktop,email,P0101
2754,U00359,purchase,2026-08-27 21:02:04,desktop,email,P0101
2568,U00338,view_product,2026-08-27 21:14:13,mobile,organic_search,P0030
2232,U00294,view_home,2026-08-27 21:26:54,mobile,social,
2233,U00294,view_product,2026-08-27 21:27:36,mobile,social,P0005
2234,U00294,view_home,2026-08-27 21:28:43,mobile,social,
2235,U00294,view_product,2026-08-27 21:31:27,mobile,social,P0077
2272,U00301,view_home,2026-08-28 07:07:08,mobile,organic_search,
2273,U00301,view_product,2026-08-28 07:07:32,mobile,organic_search,P0116
2274,U00301,view_home,2026-08-28 07:08:50,mobile,organic_search,
2275,U00301,view_product,2026-08-28 07:09:02,mobile,organic_search,P0081
2276,U00301,view_home,2026-08-28 07:10:38,mobile,organic_search,
3487,U00457,view_home,2026-08-28 07:41:38,desktop,direct,
3488,U00457,view_product,2026-08-28 07:43:55,desktop,direct,P0072
272,U00041,view_home,2026-08-28 07:47:31,tablet,organic_search,
803,U00106,view_home,2026-08-28 09:01:17,tablet,paid_search,
2976,U00394,view_home,2026-08-28 09:37:52,mobile,email,
1008,U00133,view_home,2026-08-28 09:40:32,tablet,paid_search,
1009,U00133,view_product,2026-08-28 09:40:57,tablet,paid_search,P0107
1010,U00133,add_to_cart,2026-08-28 09:43:26,tablet,paid_search,P0107
273,U00041,view_product,2026-08-28 09:45:31,tablet,organic_search,P0057
1011,U00133,checkout,2026-08-28 09:45:31,tablet,paid_search,P0107
2358,U00315,view_home,2026-08-28 09:50:18,tablet,social,
2359,U00315,view_product,2026-08-28 09:51:32,tablet,social,P0103
1318,U00172,view_home,2026-08-28 10:10:39,mobile,direct,
1319,U00172,view_product,2026-08-28 10:13:14,mobile,direct,P0045
1320,U00172,add_to_cart,2026-08-28 10:15:24,mobile,direct,P0045
3489,U00457,add_to_cart,2026-08-28 10:25:55,desktop,direct,P0072
804,U00106,view_product,2026-08-28 11:05:17,tablet,paid_search,P0101
805,U00106,add_to_cart,2026-08-28 11:06:08,tablet,paid_search,P0101
806,U00106,checkout,2026-08-28 11:07:30,tablet,paid_search,P0101
2157,U00287,view_home,2026-08-28 11:09:01,mobile,social,
2158,U00287,view_product,2026-08-28 11:09:39,mobile,social,P0067
807,U00106,purchase,2026-08-28 11:09:49,tablet,paid_search,P0101
2159,U00287,view_home,2026-08-28 11:10:24,mobile,social,
2160,U00287,view_product,2026-08-28 11:12:37,mobile,social,P0107
3590,U00469,view_home,2026-08-28 12:18:55,tablet,email,
3291,U00435,view_home,2026-08-28 14:41:39,mobile,paid_search,
3292,U00435,view_product,2026-08-28 14:41:47,mobile,paid_search,P0100
3293,U00435,view_home,2026-08-28 14:43:32,mobile,paid_search,
